fecha,estacion,viento_direccion,viento_velocidad,temperatura,temperatura_de_rocio,humedad_relativa,presion_atmosferica,precipitacion
2022-01-01 00:00:00-04:00,Aiquile (GPRS),ENE,0.2,11.4,,94.5,949.8,0.0
2022-01-01 00:00:00-04:00,Aroma (GPRS),NE,0.0,7.6,5.1,83.6,654.0,0.0
2022-01-01 00:00:00-04:00,Chua Cocani_M (GPRS),N,1.3,6.8,,81.4,645.2,0.0
2022-01-01 00:00:00-04:00,Cochabamba,,,15.0,11.0,76.4,751.4,
2022-01-01 00:00:00-04:00,Cuatro Cañadas - CEA-2 (GPRS),N,3.5,25.5,,96.6,975.2,0.0
2022-01-01 00:00:00-04:00,Cuatro Cañadas - Colonia Chihuahua (GPRS),NNW,2.1,25.8,,91.5,975.5,0.0
2022-01-01 00:00:00-04:00,Desaguadero_M,N,4.3,6.3,,88.9,647.8,0.0
2022-01-01 00:00:00-04:00,El Alto,SW,7.0,7.0,4.0,80.7,632.3,
2022-01-01 00:00:00-04:00,El Tranque (GPRS),SE,0.0,15.0,5.9,54.6,708.7,0.0
2022-01-01 00:00:00-04:00,El Villar (GPRS),NNW,0.6,14.3,13.2,92.7,789.6,0.0
2022-01-01 00:00:00-04:00,Huacata_M (GPRS),NNE,3.0,14.7,,57.5,726.1,0.0
2022-01-01 00:00:00-04:00,Huarisuyo (GPRS),ESE,1.5,4.2,,96.1,644.7,0.0
2022-01-01 00:00:00-04:00,Incahuasi (GPRS),NE,0.9,12.7,10.6,86.6,716.6,0.0
2022-01-01 00:00:00-04:00,Jesús de Machaca_M (GPRS),N,2.2,5.0,,93.5,646.0,0.0
2022-01-01 00:00:00-04:00,Pailon - Pozo del Tigre (GPRS),N,3.2,25.8,,93.6,973.2,0.0
2022-01-01 00:00:00-04:00,Parotani - Sipe Sipe (GPRS),NNW,0.7,12.6,,84.1,755.5,0.0
2022-01-01 00:00:00-04:00,Pocona - SDC (GPRS),NE,0.6,8.8,,92.9,754.8,0.0
2022-01-01 00:00:00-04:00,Pojo - SDC (GPRS),NW,3.1,16.4,,63.4,797.3,0.0
2022-01-01 00:00:00-04:00,Potolo_M (GPRS),WNW,2.6,0.0,,0.0,703.1,0.0
2022-01-01 00:00:00-04:00,Presa Calderas_M (GPRS),NE,1.4,18.1,,65.6,782.4,0.0
2022-01-01 00:00:00-04:00,Presa El Peral_M (GPRS),SE,1.3,12.4,,88.0,740.7,0.0
2022-01-01 00:00:00-04:00,Presa Yana Khakha_M (GPRS),W,0.4,11.4,,68.0,707.4,0.0
2022-01-01 00:00:00-04:00,Quila Quila_M (GPRS),S,1.5,12.2,,72.7,716.3,0.0
2022-01-01 00:00:00-04:00,San Jacinto_M (GPRS),NNW,0.1,14.8,,93.8,807.0,0.0
2022-01-01 00:00:00-04:00,San Julian - Comunidad Los Angeles (GPRS),N,1.1,25.4,,95.2,977.5,0.0
2022-01-01 00:00:00-04:00,San Pedro - San Antonio (GPRS),NNE,2.3,25.5,,94.4,981.0,0.0
2022-01-01 00:00:00-04:00,San Pedro de Tiquina_H (GPRS),N,1.3,7.2,,82.1,647.2,0.0
2022-01-01 00:00:00-04:00,San Roque - El Alto (GPRS),N,1.9,5.3,,92.6,634.6,0.0
2022-01-01 00:00:00-04:00,Sauce Pilata - SDC (GPRS),NNW,3.8,15.2,,55.5,731.1,0.0
2022-01-01 00:00:00-04:00,Tacagua_M (GPRS),NE,1.0,6.9,,79.5,652.5,0.0
2022-01-01 00:00:00-04:00,Temporal - SDC (GPRS),N,0.9,11.2,,20.3,729.1,0.0
2022-01-01 00:00:00-04:00,Tiahunaco_M (GPRS),N,1.0,6.5,,87.8,646.1,0.0
2022-01-01 00:00:00-04:00,Tiraque_M (GPRS),NNE,0.6,8.0,,74.5,689.8,0.0
2022-01-01 00:00:00-04:00,Vacas - SDC (GPRS),NW,1.8,6.9,,81.2,672.1,0.0
2022-01-01 00:00:00-04:00,Viacha_M (GPRS),N,2.3,5.6,,89.8,643.8,0.0
2022-01-01 00:00:00-04:00,Vila Vila - SDC (GPRS),WNW,2.7,14.8,,58.5,749.4,0.0
2022-01-01 00:00:00-04:00,Viru Viru,NW,11.0,26.0,25.0,93.4,960.6,
2022-01-01 00:00:00-04:00,Vivero Chimboco - SDC (GPRS),ESE,0.4,10.6,,86.6,736.0,0.0
2022-01-01 00:00:00-04:00,Vivero Viloma - SDC (GPRS),WNW,0.8,11.3,,64.1,741.8,0.0
2022-01-01 00:00:00-04:00,Wila Cala (GPRS),S,0.2,4.2,,99.9,614.8,0.0
2022-01-01 01:00:00-04:00,Aiquile (GPRS),SSW,0.9,11.0,,95.0,949.8,0.0
2022-01-01 01:00:00-04:00,Aroma (GPRS),NE,0.0,6.7,5.1,88.8,653.6,0.0
2022-01-01 01:00:00-04:00,Chua Cocani_M (GPRS),N,0.7,6.5,,83.6,645.2,0.0
2022-01-01 01:00:00-04:00,Cochabamba,W,4.0,14.0,12.0,87.1,750.6,
2022-01-01 01:00:00-04:00,Cuatro Cañadas - CEA-2 (GPRS),N,3.8,25.3,,97.7,976.2,0.0
2022-01-01 01:00:00-04:00,Cuatro Cañadas - Colonia Chihuahua (GPRS),NNW,2.3,25.8,,92.2,976.0,0.0
2022-01-01 01:00:00-04:00,Desaguadero_M,N,4.5,6.0,,89.6,647.5,0.0
2022-01-01 01:00:00-04:00,El Alto,SW,4.0,7.0,2.0,70.0,631.6,
2022-01-01 01:00:00-04:00,El Tranque (GPRS),ENE,0.0,14.2,5.6,56.1,708.4,0.0
2022-01-01 01:00:00-04:00,El Villar (GPRS),NW,1.3,15.0,13.6,90.2,789.2,0.0
2022-01-01 01:00:00-04:00,Huacata_M (GPRS),NNE,3.6,14.0,,58.9,726.2,0.0
2022-01-01 01:00:00-04:00,Huarisuyo (GPRS),ENE,2.7,4.6,,96.6,644.6,0.0
2022-01-01 01:00:00-04:00,Incahuasi (GPRS),SSE,2.8,12.4,6.6,67.1,716.1,0.0
2022-01-01 01:00:00-04:00,Jesús de Machaca_M (GPRS),N,2.6,4.2,,95.4,645.9,0.0
2022-01-01 01:00:00-04:00,Pailon - Pozo del Tigre (GPRS),NNW,3.4,25.8,,93.5,974.0,0.0
2022-01-01 01:00:00-04:00,Parotani - Sipe Sipe (GPRS),NE,0.5,11.7,,88.7,755.5,0.0
2022-01-01 01:00:00-04:00,Pocona - SDC (GPRS),WNW,0.3,8.9,,89.8,754.9,0.0
2022-01-01 01:00:00-04:00,Pojo - SDC (GPRS),NW,4.9,15.5,,65.6,797.5,0.0
2022-01-01 01:00:00-04:00,Potolo_M (GPRS),SSW,1.3,0.0,,0.0,703.4,0.0
2022-01-01 01:00:00-04:00,Presa Calderas_M (GPRS),N,2.1,18.5,,61.9,782.5,0.0
2022-01-01 01:00:00-04:00,Presa El Peral_M (GPRS),SE,2.8,12.0,,87.6,741.1,0.0
2022-01-01 01:00:00-04:00,Presa Yana Khakha_M (GPRS),NNE,1.0,11.1,,70.7,707.4,0.0
2022-01-01 01:00:00-04:00,Quila Quila_M (GPRS),ESE,0.4,12.5,,67.6,717.0,0.0
2022-01-01 01:00:00-04:00,San Jacinto_M (GPRS),ESE,0.1,14.0,,95.6,807.8,0.0
2022-01-01 01:00:00-04:00,San Julian - Comunidad Los Angeles (GPRS),NNW,1.7,25.2,,95.6,978.0,0.0
2022-01-01 01:00:00-04:00,San Pedro - San Antonio (GPRS),NNE,2.9,25.7,,94.5,982.0,0.0
2022-01-01 01:00:00-04:00,San Pedro de Tiquina_H (GPRS),N,1.2,6.9,,83.6,647.2,0.0
2022-01-01 01:00:00-04:00,San Roque - El Alto (GPRS),N,2.3,5.6,,86.2,634.2,0.0
2022-01-01 01:00:00-04:00,Sauce Pilata - SDC (GPRS),NW,2.7,15.5,,51.3,731.2,0.0
2022-01-01 01:00:00-04:00,Tacagua_M (GPRS),ESE,0.5,7.3,,82.8,652.9,0.0
2022-01-01 01:00:00-04:00,Temporal - SDC (GPRS),ENE,1.3,10.4,,79.2,729.2,0.0
2022-01-01 01:00:00-04:00,Tiahunaco_M (GPRS),N,1.6,6.1,,90.8,646.0,0.0
2022-01-01 01:00:00-04:00,Tiraque_M (GPRS),N,1.3,8.6,,68.8,689.7,0.0
2022-01-01 01:00:00-04:00,Vacas - SDC (GPRS),WNW,1.1,6.1,,81.6,672.2,0.0
2022-01-01 01:00:00-04:00,Viacha_M (GPRS),N,2.9,5.4,,88.6,643.6,0.0
2022-01-01 01:00:00-04:00,Vila Vila - SDC (GPRS),W,1.9,14.4,,60.4,749.6,0.0
2022-01-01 01:00:00-04:00,Viru Viru,NNW,13.0,26.0,24.0,88.0,959.7,
2022-01-01 01:00:00-04:00,Vivero Chimboco - SDC (GPRS),ENE,0.7,10.0,,91.9,736.1,0.0
2022-01-01 01:00:00-04:00,Vivero Viloma - SDC (GPRS),W,2.5,11.4,,72.3,741.8,0.0
2022-01-01 01:00:00-04:00,Wila Cala (GPRS),ESE,0.3,3.7,,97.8,614.4,0.0
2022-01-01 02:00:00-04:00,Aiquile (GPRS),SSE,0.8,11.4,,94.9,951.2,0.0
2022-01-01 02:00:00-04:00,Aroma (GPRS),NE,0.0,6.1,5.2,93.4,653.2,0.0
2022-01-01 02:00:00-04:00,Chua Cocani_M (GPRS),N,0.8,5.6,,86.6,645.2,0.0
2022-01-01 02:00:00-04:00,Cochabamba,,,14.0,11.0,81.5,750.6,
2022-01-01 02:00:00-04:00,Cuatro Cañadas - CEA-2 (GPRS),N,4.6,25.8,,96.0,977.0,0.0
2022-01-01 02:00:00-04:00,Cuatro Cañadas - Colonia Chihuahua (GPRS),NW,4.2,26.4,,90.3,977.0,0.0
2022-01-01 02:00:00-04:00,Desaguadero_M,N,3.0,5.3,,88.3,647.4,0.0
2022-01-01 02:00:00-04:00,El Alto,,,7.0,3.0,75.2,630.9,
2022-01-01 02:00:00-04:00,El Tranque (GPRS),E,0.0,12.7,5.9,62.5,708.0,0.0
2022-01-01 02:00:00-04:00,El Villar (GPRS),NW,0.0,13.8,13.1,95.3,788.6,0.0
2022-01-01 02:00:00-04:00,Huacata_M (GPRS),NNE,3.1,14.8,,54.2,726.8,0.0
2022-01-01 02:00:00-04:00,Huarisuyo (GPRS),NNE,3.3,3.4,,98.1,644.3,0.0
2022-01-01 02:00:00-04:00,Incahuasi (GPRS),S,5.4,12.2,5.0,61.4,715.7,0.0
2022-01-01 02:00:00-04:00,Jesús de Machaca_M (GPRS),N,2.5,3.6,,97.4,646.3,0.0
2022-01-01 02:00:00-04:00,Pailon - Pozo del Tigre (GPRS),N,3.6,26.2,,92.0,974.8,0.0
2022-01-01 02:00:00-04:00,Parotani - Sipe Sipe (GPRS),NNE,0.4,13.1,,83.1,755.9,0.0
2022-01-01 02:00:00-04:00,Pocona - SDC (GPRS),NW,0.7,10.1,,83.3,755.1,0.0
2022-01-01 02:00:00-04:00,Pojo - SDC (GPRS),NW,5.6,16.3,,61.4,797.9,0.0
2022-01-01 02:00:00-04:00,Potolo_M (GPRS),N,1.3,0.0,,0.0,704.1,0.0
2022-01-01 02:00:00-04:00,Presa Calderas_M (GPRS),NNE,3.2,19.7,,55.2,782.8,0.0
2022-01-01 02:00:00-04:00,Presa El Peral_M (GPRS),SE,1.4,12.1,,86.8,741.7,0.0
2022-01-01 02:00:00-04:00,Presa Yana Khakha_M (GPRS),ENE,0.8,12.4,,66.0,708.0,0.0
2022-01-01 02:00:00-04:00,Quila Quila_M (GPRS),NE,0.5,12.3,,67.5,717.5,0.0
2022-01-01 02:00:00-04:00,San Jacinto_M (GPRS),SSW,0.3,15.1,,94.3,808.0,0.0
2022-01-01 02:00:00-04:00,San Julian - Comunidad Los Angeles (GPRS),NNW,2.3,25.8,,94.6,979.0,0.0
2022-01-01 02:00:00-04:00,San Pedro - San Antonio (GPRS),NNE,3.4,26.1,,93.4,982.8,0.0
2022-01-01 02:00:00-04:00,San Pedro de Tiquina_H (GPRS),N,1.2,6.9,,83.5,647.3,0.0
2022-01-01 02:00:00-04:00,San Roque - El Alto (GPRS),N,1.5,7.0,,79.0,634.6,0.0
2022-01-01 02:00:00-04:00,Sauce Pilata - SDC (GPRS),N,3.4,15.2,,52.0,731.7,0.0
2022-01-01 02:00:00-04:00,Tacagua_M (GPRS),NE,1.0,7.2,,80.2,652.9,0.0
2022-01-01 02:00:00-04:00,Temporal - SDC (GPRS),ESE,0.5,12.2,,58.0,729.5,0.0
2022-01-01 02:00:00-04:00,Tiahunaco_M (GPRS),N,2.0,5.0,,92.2,646.1,0.0
2022-01-01 02:00:00-04:00,Tiraque_M (GPRS),SW,0.1,8.4,,69.2,690.1,0.0
2022-01-01 02:00:00-04:00,Vacas - SDC (GPRS),NNE,1.5,6.4,,77.9,672.4,0.0
2022-01-01 02:00:00-04:00,Viacha_M (GPRS),N,2.2,5.4,,88.8,643.9,0.0
2022-01-01 02:00:00-04:00,Vila Vila - SDC (GPRS),W,2.5,15.0,,57.6,749.9,0.0
2022-01-01 02:00:00-04:00,Viru Viru,NNW,12.0,26.0,25.0,93.4,959.7,
2022-01-01 02:00:00-04:00,Vivero Chimboco - SDC (GPRS),ESE,0.5,10.3,,89.4,736.5,0.0
2022-01-01 02:00:00-04:00,Vivero Viloma - SDC (GPRS),WNW,1.9,12.4,,70.7,742.3,0.0
2022-01-01 02:00:00-04:00,Wila Cala (GPRS),WNW,0.9,3.4,,92.7,613.9,0.0
2022-01-01 03:00:00-04:00,Aiquile (GPRS),SSE,0.3,14.8,,73.5,952.0,0.0
2022-01-01 03:00:00-04:00,Aroma (GPRS),NE,0.0,5.4,4.8,94.8,653.0,0.0
2022-01-01 03:00:00-04:00,Chua Cocani_M (GPRS),N,0.6,7.4,,79.4,645.6,0.0
2022-01-01 03:00:00-04:00,Cochabamba,SSE,3.0,13.0,11.0,87.0,749.8,
2022-01-01 03:00:00-04:00,Cuatro Cañadas - CEA-2 (GPRS),NW,6.0,26.8,,92.2,977.5,0.0
2022-01-01 03:00:00-04:00,Cuatro Cañadas - Colonia Chihuahua (GPRS),NW,3.2,27.8,,84.8,977.2,0.0
2022-01-01 03:00:00-04:00,Desaguadero_M,N,3.4,7.3,,77.9,647.6,0.0
2022-01-01 03:00:00-04:00,El Alto,NNE,5.0,5.0,4.0,92.6,630.9,
2022-01-01 03:00:00-04:00,El Tranque (GPRS),ESE,0.0,12.5,5.4,61.2,707.6,0.0
2022-01-01 03:00:00-04:00,El Villar (GPRS),NNW,0.7,14.5,13.2,91.1,788.3,0.0
2022-01-01 03:00:00-04:00,Huacata_M (GPRS),NNW,5.3,17.5,,47.8,727.0,0.0
2022-01-01 03:00:00-04:00,Huarisuyo (GPRS),S,0.9,5.4,,91.4,644.8,0.0
2022-01-01 03:00:00-04:00,Incahuasi (GPRS),SSE,2.0,11.1,4.9,65.1,715.5,0.0
2022-01-01 03:00:00-04:00,Jesús de Machaca_M (GPRS),N,2.6,5.8,,90.7,646.6,0.0
2022-01-01 03:00:00-04:00,Pailon - Pozo del Tigre (GPRS),NNW,4.9,27.8,,86.6,975.0,0.0
2022-01-01 03:00:00-04:00,Parotani - Sipe Sipe (GPRS),E,0.6,17.4,,64.8,756.2,0.0
2022-01-01 03:00:00-04:00,Pocona - SDC (GPRS),N,1.1,16.0,,59.5,755.2,0.0
2022-01-01 03:00:00-04:00,Pojo - SDC (GPRS),NW,3.7,20.5,,47.8,798.1,0.0
2022-01-01 03:00:00-04:00,Potolo_M (GPRS),NNE,1.5,0.0,,0.0,704.3,0.0
2022-01-01 03:00:00-04:00,Presa Calderas_M (GPRS),NNE,3.4,21.9,,47.2,783.2,0.0
2022-01-01 03:00:00-04:00,Presa El Peral_M (GPRS),WNW,0.7,14.9,,70.6,742.1,0.0
2022-01-01 03:00:00-04:00,Presa Yana Khakha_M (GPRS),ENE,1.5,15.8,,49.4,708.3,0.0
2022-01-01 03:00:00-04:00,Quila Quila_M (GPRS),SSE,0.8,15.7,,56.8,717.8,0.0
2022-01-01 03:00:00-04:00,San Jacinto_M (GPRS),SSE,0.4,19.8,,75.9,808.2,0.0
2022-01-01 03:00:00-04:00,San Julian - Comunidad Los Angeles (GPRS),NNW,2.5,27.2,,89.6,979.2,0.0
2022-01-01 03:00:00-04:00,San Pedro - San Antonio (GPRS),N,3.1,27.3,,89.7,983.0,0.0
2022-01-01 03:00:00-04:00,San Pedro de Tiquina_H (GPRS),N,1.5,8.6,,81.2,647.6,0.0
2022-01-01 03:00:00-04:00,San Roque - El Alto (GPRS),N,1.6,9.7,,69.8,635.0,0.0
2022-01-01 03:00:00-04:00,Sauce Pilata - SDC (GPRS),N,3.7,16.8,,50.8,732.0,0.0
2022-01-01 03:00:00-04:00,Tacagua_M (GPRS),NNE,2.1,8.0,,75.8,653.2,0.0
2022-01-01 03:00:00-04:00,Tapacari (GPRS),W,0.5,15.0,,65.8,181.0,0.0
2022-01-01 03:00:00-04:00,Temporal - SDC (GPRS),S,0.6,17.2,,10.1,729.9,0.0
2022-01-01 03:00:00-04:00,Tiahunaco_M (GPRS),N,1.2,7.0,,84.6,646.7,0.0
2022-01-01 03:00:00-04:00,Tiraque_M (GPRS),ENE,0.5,11.8,,61.6,690.0,0.0
2022-01-01 03:00:00-04:00,Vacas - SDC (GPRS),WNW,0.5,8.9,,73.8,672.6,0.0
2022-01-01 03:00:00-04:00,Viacha_M (GPRS),N,2.5,7.0,,85.8,644.3,0.0
2022-01-01 03:00:00-04:00,Vila Vila - SDC (GPRS),NNE,0.2,17.8,,52.5,749.8,0.0
2022-01-01 03:00:00-04:00,Viru Viru,N,10.0,26.0,25.0,93.4,959.7,
2022-01-01 03:00:00-04:00,Vivero Chimboco - SDC (GPRS),ENE,0.0,15.4,,64.2,736.8,0.0
2022-01-01 03:00:00-04:00,Vivero Viloma - SDC (GPRS),WSW,0.6,16.2,,37.5,742.4,0.0
2022-01-01 03:00:00-04:00,Wila Cala (GPRS),NNW,2.4,3.4,,77.5,613.4,0.0
2022-01-01 04:00:00-04:00,Aiquile (GPRS),ESE,1.3,17.6,,53.7,951.5,0.0
2022-01-01 04:00:00-04:00,Aroma (GPRS),NE,0.0,5.1,4.6,95.8,652.8,0.0
2022-01-01 04:00:00-04:00,Chua Cocani_M (GPRS),N,1.8,10.2,,72.2,645.9,0.0
2022-01-01 04:00:00-04:00,Cochabamba,SW,3.0,13.0,11.0,87.0,749.8,
2022-01-01 04:00:00-04:00,Cuatro Cañadas - CEA-2 (GPRS),NNW,5.3,28.4,,85.4,978.0,0.0
2022-01-01 04:00:00-04:00,Cuatro Cañadas - Colonia Chihuahua (GPRS),NNW,3.3,29.6,,79.3,978.0,0.0
2022-01-01 04:00:00-04:00,Desaguadero_M,N,4.1,8.2,,78.0,647.9,0.0
2022-01-01 04:00:00-04:00,El Alto,NNE,4.0,6.0,4.0,86.4,630.9,
