fecha,estacion,viento_direccion,viento_velocidad,temperatura,temperatura_de_rocio,humedad_relativa,presion_atmosferica,precipitacion
2021-06-01 00:00:00-04:00,Aroma (GPRS),SSE,0.0,-4.1,-22.4,22.4,655.0,0.0
2021-06-01 00:00:00-04:00,Chipayas - GPRS,,,-0.6,,33.8,4.5,0.0
2021-06-01 00:00:00-04:00,Cochabamba,,,10.0,3.0,61.3,752.2,
2021-06-01 00:00:00-04:00,Comarapa (GPRS),NW,0.3,11.0,10.4,95.4,821.0,0.0
2021-06-01 00:00:00-04:00,Cuatro Cañadas - CEA-2 (GPRS),,,15.3,,94.7,984.0,0.0
2021-06-01 00:00:00-04:00,Cuatro Cañadas - Colonia Chihuahua (GPRS),SE,0.4,14.9,,97.0,984.0,0.0
2021-06-01 00:00:00-04:00,El Alto,,,0.0,-3.0,79.7,632.3,
2021-06-01 00:00:00-04:00,El Tranque (GPRS),NNE,0.0,2.1,-5.0,58.8,710.7,0.0
2021-06-01 00:00:00-04:00,El Villar (GPRS),NNW,1.0,8.1,7.6,95.9,793.5,0.0
2021-06-01 00:00:00-04:00,Huacata_M (GPRS),W,4.2,11.0,,11.8,728.1,0.0
2021-06-01 00:00:00-04:00,Incahuasi (GPRS),SSE,0.1,0.2,-6.3,61.4,718.8,0.0
2021-06-01 00:00:00-04:00,La Angostura_M (GPRS),NW,0.9,10.5,5.0,68.3,741.9,0.0
2021-06-01 00:00:00-04:00,Laguna Tuni - GPRS,SSE,0.9,-0.1,,69.8,509.6,0.0
2021-06-01 00:00:00-04:00,Laykakota-GPRS,,,6.6,,78.2,,0.0
2021-06-01 00:00:00-04:00,Linkupata_M (GPRS),NNW,4.6,5.6,,15.6,630.5,0.0
2021-06-01 00:00:00-04:00,Mizque - SDC (GPRS),WSW,0.2,8.4,,90.6,800.6,0.0
2021-06-01 00:00:00-04:00,Omereque - SDC (GPRS),N,0.8,13.9,,74.7,839.0,0.0
2021-06-01 00:00:00-04:00,Pocona - SDC (GPRS),ENE,0.6,3.4,,94.0,756.9,0.0
2021-06-01 00:00:00-04:00,Pojo - SDC (GPRS),NW,4.3,11.8,,76.4,800.0,0.0
2021-06-01 00:00:00-04:00,Presa Calderas_M (GPRS),W,2.0,5.8,,62.8,786.4,0.0
2021-06-01 00:00:00-04:00,Presa El Peral_M (GPRS),ESE,1.2,6.0,,80.7,743.4,0.0
2021-06-01 00:00:00-04:00,Presa Yana Khakha_M (GPRS),WNW,0.5,2.3,,41.5,709.1,0.0
2021-06-01 00:00:00-04:00,Quila Quila_M (GPRS),SSW,0.6,4.2,,70.2,718.8,0.0
2021-06-01 00:00:00-04:00,Ravelo_M (GPRS),NE,0.4,0.8,,86.4,693.4,0.0
2021-06-01 00:00:00-04:00,San Jacinto_M (GPRS),WNW,0.3,1.2,,90.9,812.8,0.0
2021-06-01 00:00:00-04:00,San Julian - Comunidad Los Angeles (GPRS),ESE,0.6,17.0,,88.5,986.0,0.0
2021-06-01 00:00:00-04:00,San Julian - Nucleo 32 (GPRS),,,18.3,,83.9,987.0,0.0
2021-06-01 00:00:00-04:00,San Pedro - Rio Victoria (GPRS),WNW,0.5,17.8,,89.9,991.7,0.0
2021-06-01 00:00:00-04:00,San Pedro - San Antonio (GPRS),NW,0.4,18.0,,89.3,989.0,0.0
2021-06-01 00:00:00-04:00,San Roque - El Alto (GPRS),NW,0.0,1.6,-2.6,73.4,635.9,0.0
2021-06-01 00:00:00-04:00,Sauce Pilata - SDC (GPRS),W,2.5,10.5,,75.0,732.9,0.0
2021-06-01 00:00:00-04:00,Sucre - GPRS,,,11.4,,-48.0,54.5,0.0
2021-06-01 00:00:00-04:00,Tacagua_M (GPRS),NE,3.7,-2.6,,26.8,653.4,0.0
2021-06-01 00:00:00-04:00,Temporal - SDC (GPRS),NNE,1.1,10.1,,2.4,730.6,0.0
2021-06-01 00:00:00-04:00,Tiraque_M (GPRS),NE,0.5,4.6,,45.8,690.7,0.0
2021-06-01 00:00:00-04:00,Toledo (GPRS),NE,7.3,-1.4,-11.8,45.0,657.4,0.0
2021-06-01 00:00:00-04:00,Toma Ravelo_H (GPRS),NE,0.4,0.8,,86.4,693.4,0.0
2021-06-01 00:00:00-04:00,Vacas - SDC (GPRS),NW,2.3,3.6,,63.4,672.9,0.0
2021-06-01 00:00:00-04:00,Vila Vila - SDC (GPRS),NE,0.2,8.6,,77.0,751.6,0.0
2021-06-01 00:00:00-04:00,Villa Alcalá (GPRS),NW,0.3,5.4,5.5,99.9,799.8,0.0
2021-06-01 00:00:00-04:00,Villa Serrano (GPRS),NNW,0.0,4.6,4.6,100.0,795.9,0.0
2021-06-01 00:00:00-04:00,Viru Viru,,,19.0,14.0,72.1,972.2,
2021-06-01 00:00:00-04:00,Vivero Chimboco - SDC (GPRS),E,0.4,5.6,,59.8,737.7,0.0
2021-06-01 00:00:00-04:00,Vivero Viloma - SDC (GPRS),W,1.6,9.4,,41.9,743.4,0.0
2021-06-01 00:00:00-04:00,Wila Cala (GPRS),NW,1.1,0.0,,89.2,615.0,0.0
